"Nearest Building","X","Y","Latitude","Longitude","Site ID","Species","DBH","Multi-stem","Arbor Day / Tree Campus USA","Donor","Donor Tree","State Champion Tree","Tree Trail"
"Engineering Hall",1013971.43734968,1254398.80494881,40.11110033781487,-88.22707204906162,18739,"Vacant site small, (Vacant site small)",0,"No"," ",,"No"," ","N/A"
"Engineering Hall",1014030.33035345,1254398.12811483,40.11109828647012,-88.22686149565419,18740,"Vacant site small, (Vacant site small)",0,"No"," ",,"No"," ","N/A"
"Engineering Sciences Building",1014937.48630839,1254799.14316181,40.1121960892,-88.2236164318,2469,"crabapple, flowering (Malus spp.)",7,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014971.95142329,1254829.18209052,40.1122784324,-88.2234930763,2477,"crabapple, flowering (Malus spp.)",6,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014985.10524382,1254836.34979195,40.1122980639,-88.2234460158,2483,"crabapple, flowering (Malus spp.)",4,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014950.6038722,1254835.71122911,40.1122964279,-88.2235693713,2495,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014936.44331229,1254836.28970906,40.1122980639,-88.223619997,2505,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014919.77766611,1254844.58938937,40.1123209038,-88.223679545,2515,"pine, Austrian (Pinus nigra)",17,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014900.84481986,1254839.56425149,40.1123071733,-88.2237472577,2521,"oak, bur (Quercus macrocarpa)",32,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014886.66347142,1254857.02809968,40.1123551614,-88.2237978833,2532,"honeylocust, thornless (Gleditsia triacanthos inermis)",20,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014886.80931948,1254900.53285917,40.112474586,-88.2237971703,2544,"honeylocust, thornless (Gleditsia triacanthos inermis)",21,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014887.3562234,1254942.25018537,40.1125891026,-88.2237950312,2557,"honeylocust, thornless (Gleditsia triacanthos inermis)",27,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014908.47184463,1254925.30935612,40.1125425269,-88.223719611,2563,"pine, Austrian (Pinus nigra)",16,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015142.88411496,1255031.52200728,40.1128332955,-88.2228810429,2569,"oak, white (Quercus alba)",25,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014933.22325461,1254943.70402245,40.1125929384,-88.2236310359,2575,"pine, Austrian (Pinus nigra)",18,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014911.01071473,1254968.92730852,40.1126622541,-88.2237103415,2580,"tuliptree, (Liriodendron tulipifera)",23,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015169.65387005,1255048.19770827,40.1128789808,-88.2227852582,2586,"hornbeam, American (Carpinus caroliniana)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014945.00155912,1254970.11699025,40.1126654048,-88.2235888082,2594,"tuliptree, (Liriodendron tulipifera)",10,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014977.26681635,1254969.00907167,40.1126622541,-88.2234734546,2601,"tuliptree, (Liriodendron tulipifera)",22,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015023.35659748,1254970.2138102,40.1126654048,-88.2233086638,2616,"tuliptree, (Liriodendron tulipifera)",28,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015046.12801012,1254959.05135638,40.1126346854,-88.2232272982,2620,"pine, Austrian (Pinus nigra)",20,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015095.1017104,1254957.67734368,40.112630747,-88.2230522079,2628,"pine, Austrian (Pinus nigra)",20,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015072.32816401,1254970.56138916,40.1126661925,-88.2231335734,2640,"tuliptree, (Liriodendron tulipifera)",16,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015112.65653863,1254971.75915425,40.1126693432,-88.2229893814,2650,"tuliptree, (Liriodendron tulipifera)",16,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015131.13469882,1254938.21016253,40.1125771848,-88.222923465,2663,"ginkgo, (Ginkgo biloba)",31,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015106.67435187,1254917.52014042,40.1125204718,-88.2230110102,2676,"maple, Japanese (Acer palmatum)",2,"Yes"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015125.11051449,1254917.82995868,40.1125212595,-88.2229450938,2687,"dogwood, flowering (Cornus florida)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015146.71687901,1254916.99596848,40.1125188965,-88.2228678481,2693,"dogwood, flowering (Cornus florida)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015168.60917555,1254917.88399233,40.1125212595,-88.2227895725,2705,"dogwood, flowering (Cornus florida)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015188.19833349,1254917.62141068,40.1125204718,-88.2227195363,2717,"dogwood, flowering (Cornus florida)",2,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015178.08731871,1254940.56402359,40.1125834862,-88.2227555843,2726,"maple, red (Acer rubrum)",3,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015227.90133516,1254958.41627062,40.1126323224,-88.2225774042,2732,"Stump, (Stump)",19,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015258.72483962,1254958.45467899,40.1126323224,-88.2224672003,2741,"pine, Austrian (Pinus nigra)",21,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014801.42916584,1254867.58889762,40.1123844397,-88.2241025752,2965,"maple, sugar (Acer saccharum)",10,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014801.68516396,1254893.70078878,40.1124561187,-88.2241015452,2975,"maple, sugar (Acer saccharum)",10,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014800.47085135,1254944.20072689,40.1125947505,-88.224105665,2980,"maple, sugar (Acer saccharum)",11,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014778.55461717,1254962.82488792,40.1126459496,-88.2241839407,2989,"oak, shingle (Quercus imbricaria)",12,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1014750.32339798,1254963.0771927,40.1126467373,-88.2242848751,3002,"oak, shingle (Quercus imbricaria)",8,"No"," ",,"N/A"," ","N/A"
"Engineering Sciences Building",1015261.74827945,1255166.01644567,40.1132020908,-88.2224554653,3022,"Stump, (Stump)",5,"No","No ",,"N/A","No ","N/A"
"Engineering Senior Design Lab",1015712.39489312,1254505.34191824,40.1113869163,-88.2208472365,2883,"dogwood, corneliancherry (Cornus mas)",3,"Yes"," ",,"N/A"," ","N/A"
"Engineering Senior Design Lab",1015691.94081484,1254505.88994419,40.1113884917,-88.2209203625,2889,"dogwood, corneliancherry (Cornus mas)",3,"Yes"," ",,"N/A"," ","N/A"
"Engineering Senior Design Lab",1015672.9278394,1254505.86591799,40.1113884917,-88.2209883387,2901,"dogwood, corneliancherry (Cornus mas)",7,"No"," ",,"N/A"," ","N/A"
"Engineering Senior Design Lab",1015653.34016228,1254504.6934019,40.1113853409,-88.2210583748,2910,"dogwood, corneliancherry (Cornus mas)",3,"Yes"," ",,"N/A"," ","N/A"
"Engineering Senior Design Lab",1015636.92131288,1254503.52489955,40.1113821901,-88.2211170815,2920,"dogwood, corneliancherry (Cornus mas)",3,"Yes"," ",,"N/A"," ","N/A"
"Engineering Senior Design Lab",1015617.61591801,1254506.94388326,40.1113916424,-88.2211860877,2928,"hackberry, common (Celtis occidentalis)",10,"No"," ",,"N/A"," ","N/A"
"Engineering Senior Design Lab Annex",1015613.52822955,1254550.26734044,40.111510584,-88.2212005069,2939,"maple, silver (Acer saccharinum)",34,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013476.08800925,1247443.62928535,40.0920092225,-88.2288722423,15334,"maple, Amur (Acer tataricum ginnala)",12,"Yes"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013472.73257769,1247431.87937978,40.0919769785,-88.2288842847,15343,"maple, Amur (Acer tataricum ginnala)",9,"Yes"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013457.15484255,1247427.66610675,40.0919654628,-88.2289399808,15354,"maple, Amur (Acer tataricum ginnala)",16,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013500.9867959,1247400.45013113,40.0918906105,-88.2287834295,15358,"maple, Amur (Acer tataricum ginnala)",18,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013515.74245633,1247387.46299069,40.0918549117,-88.228730744,15368,"maple, Amur (Acer tataricum ginnala)",10,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013529.54973009,1247464.6670414,40.0920668011,-88.2286810691,15384,"oak, English (Quercus robur)",33,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013531.71421807,1247414.74923572,40.091929764,-88.2286735426,15388,"oak, English (Quercus robur)",31,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013533.03838043,1247363.15234218,40.0917881203,-88.2286690266,15399,"oak, English (Quercus robur)",28,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor B",1013530.99182797,1247312.80987983,40.0916499311,-88.2286765532,15409,"oak, English (Quercus robur)",27,"No"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor C",1013515.52698807,1247212.53077464,40.0913747033,-88.2287322492,14681,"maple, Amur (Acer tataricum ginnala)",10,"Yes"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor C",1013516.81462669,1247191.97665507,40.0913182757,-88.2287277333,14684,"maple, Amur (Acer tataricum ginnala)",10,"Yes"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor C",1013503.34845003,1247182.73176012,40.0912929408,-88.228775903,14699,"maple, Amur (Acer tataricum ginnala)",14,"Yes"," ",,"N/A"," ","N/A"
"Engineering Warehouse Stor C",1013531.90669462,1247251.1442433,40.0914806488,-88.2286735425,15418,"oak, English (Quercus robur)",30,"No"," ",,"N/A"," ","N/A"
"English Building",1013806.90783396,1253228.72819791,40.1078888912,-88.2276652511,4214,"honeylocust, thornless (Gleditsia triacanthos inermis)",42,"No"," ",,"N/A"," ","N/A"
"English Building",1013775.96008413,1253240.64228966,40.107921697545564,-88.227775840846,4221,"Kentucky coffeetree, (Gymnocladus dioicus)",2.5,"No","No ",,"N/A","No ","N/A"
"English Building",1013761.59510308,1253230.04936479,40.107892665618074,-88.22782724155992,4232,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"N/A","No ","N/A"
"English Building",1013733.7193261,1253240.11970654,40.1079204005,-88.2279268567,4239,"hackberry, common (Celtis occidentalis)",32,"No"," ",,"N/A"," ","N/A"
"English Building",1013685.60795571,1253240.34969136,40.1079211883,-88.2280988571,4249,"hackberry, common (Celtis occidentalis)",12,"No"," ",,"N/A"," ","N/A"
"English Building",1013650.46199295,1253239.44725243,40.1079188251,-88.2282245101,4256,"hackberry, common (Celtis occidentalis)",12,"No"," ",,"N/A"," ","N/A"
"English Building",1013563.17106213,1253239.05727846,40.1079180373,-88.2285365828,4274,"maple, paperbark (Acer griseum)",6,"No"," ",,"N/A"," ","N/A"
"English Building",1013545.60061263,1253236.4539488,40.1079109477,-88.2285994093,4284,"maple, paperbark (Acer griseum)",3,"Yes"," ",,"N/A"," ","N/A"
"English Building",1013524.87097925,1253225.52509184,40.1078810138,-88.2286735652,4294,"oak, chinkapin (Quercus muehlenbergii)",2.5,"No","No ",,"N/A","No ","N/A"
"English Building",1013524.62915206,1253186.21135763,40.1077730942,-88.2286745951,4303,"oak, northern red (Quercus rubra)",36,"No"," ",,"N/A"," ","N/A"
"English Building",1013526.12261567,1253141.16039339,40.1076494196,-88.2286694454,4311,"oak, northern red (Quercus rubra)",28,"No"," ",,"N/A"," ","N/A"
"English Building",1013526.76870367,1253081.7603164,40.1074863579,-88.2286673855,4313,"oak, northern red (Quercus rubra)",28,"No"," ",,"N/A"," ","N/A"
"English Building",1013528.83803264,1253036.99681909,40.1073634706,-88.2286601759,4322,"oak, northern red (Quercus rubra)",28,"No"," ",,"N/A"," ","N/A"
"English Building",1013558.17715462,1253076.34504568,40.1074713908,-88.2285551217,4334,"beech, European (Fagus sylvatica)",39,"No"," ",,"N/A"," ","N/A"
"English Building",1013569.09995838,1253097.30605843,40.1075288958,-88.2285159839,4347,"dogwood, corneliancherry (Cornus mas)",3,"Yes"," ",,"N/A"," ","N/A"
"English Building",1013567.45360304,1253027.57256036,40.1073374751,-88.2285221635,4355,"elm, hybrid (Ulmus x)",3,"No"," ",,"N/A"," ","N/A"
"English Building",1013562.60404422,1252986.81827556,40.1072256159,-88.2285396725,4361,"oak, bur (Quercus macrocarpa)",50,"No"," ","Class of 1897","Yes"," ","Notable Tree Walk"
"English Building",1013587.98228028,1252964.75210768,40.1071649597,-88.2284490375,4373,"oak, northern red (Quercus rubra)",32,"No"," ",,"N/A"," ","N/A"
"English Building",1013596.57802282,1253004.64996693,40.1072744558,-88.2284181392,4383,"maple, Japanese (Acer palmatum)",6,"No"," ",,"N/A"," ","N/A"
"English Building",1013661.12033946,1252976.61551881,40.107197289,-88.2281875167,4397,"oak, northern red (Quercus rubra)",47,"No"," ",,"N/A"," ","N/A"
"English Building",1013682.13857104,1252987.25797227,40.1072264355,-88.2281123309,4407,"oak, northern red (Quercus rubra)",34,"No"," ",,"N/A"," ","N/A"
"English Building",1013682.4626512,1252956.84036571,40.1071429348,-88.2281113009,4418,"maple, sugar (Acer saccharum)",3,"No"," ",,"Yes"," ","N/A"
"English Building",1013722.79061158,1252961.1925317,40.1071547509,-88.2279671089,4448,"hawthorn, spp. (Crataegus spp.)",24,"No"," ",,"N/A"," ","Quad Tree Walk"
"English Building",1013741.8098679,1252956.91063651,40.1071429348,-88.2278991327,4457,"hawthorn, spp. (Crataegus spp.)",15,"No"," ",,"N/A"," ","N/A"
"English Building",1013754.78427581,1252948.31714888,40.1071193025,-88.2278527853,4464,"Vacant site medium, (Vacant site medium)",0,"No","No ",,"N/A","No ","N/A"
"English Building",1013746.3897596,1252981.88177793,40.1072114683,-88.2278826536,4478,"oak, chinkapin (Quercus muehlenbergii)",26,"No"," ",,"N/A"," ","N/A"
"English Building",1013816.25100701,1252954.80520328,40.1071369126,-88.2276330125,4836,"oak, chinkapin (Quercus muehlenbergii)",6,"No","No ",,"N/A","No ","N/A"
"English Building",1013788.20718282,1252981.96707031,40.1072115663,-88.2277331547,4839,"hawthorn, spp. (Crataegus spp.)",14,"No"," ",,"N/A"," ","N/A"
"English Building",1013812.99182771,1253012.01713906,40.1072939761,-88.2276444211,4853,"oak, chestnut (Quercus prinus)",24,"No"," ",,"N/A"," ","N/A"
"English Building",1013812.19957731,1253081.94646343,40.1074859423,-88.2276469564,4864,"honeylocust, thornless (Gleditsia triacanthos inermis)",39,"No"," ",,"N/A"," ","N/A"
"English Building",1013809.98987583,1253151.16755049,40.1076759688,-88.2276545621,4871,"honeylocust, thornless (Gleditsia triacanthos inermis)",30,"No","No ",,"N/A","No ","N/A"
"English Building",1013854.61403042,1253195.01510661,40.1077961894,-88.2274948417,4882,"honeylocust, thornless (Gleditsia triacanthos inermis)",43,"No"," ",,"N/A"," ","Quad Tree Walk"
"English Building",1013857.53215975,1253126.50135669,40.1076081023,-88.2274847008,4891,"oak, bur (Quercus macrocarpa)",22,"No"," ",,"N/A"," ","N/A"
"English Building",1013857.97122262,1253055.51218805,40.1074132279,-88.2274834331,4901,"oak, swamp white (Quercus bicolor)",3,"No"," ",,"N/A"," ","N/A"
"English Building",1013860.53482216,1252986.99763526,40.1072251397,-88.2274745597,4911,"sugarberry, (Celtis laevigata)",39,"No"," ",,"N/A"," ","N/A"
"English Building",1013595.14769971,1253240.24281438,40.1079211882,-88.2284222592,12371,"hackberry, common (Celtis occidentalis)",38,"No"," ",,"N/A"," ","N/A"
"English Building",1013761.57531334,1253043.40213637,40.107380297997345,-88.22782810389084,18784,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013761.97304943,1253024.3461036,40.107327985836115,-88.22782676278608,18785,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013762.37255918,1253003.79542887,40.1072715707151,-88.2278254216813,18786,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013763.4084047,1253079.27533923,40.10747876783889,-88.2278213983679,18787,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013762.94860845,1253150.64304101,40.10767468137034,-88.22782273947266,18788,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013764.03010493,1253187.63616288,40.10777622795259,-88.22781871615926,18789,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013762.13141866,1253207.06394531,40.107829565490796,-88.2278254216813,18790,"crabapple, flowering (Malus spp.)",2.5,"No","No ",,"No","No ","N/A"
"English Building",1013526.1766959,1253000.17073151,40.107262386633664,-88.22866984524747,19226,"oak, swamp white (Quercus bicolor)",2.5,"No","No ",,"No","No ","N/A"
"Enterprise Works",1010531.95936713,1247159.84615727,40.0912392165,-88.2393963254,10772,"baldcypress, common (Taxodium distichum)",14,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010518.47673725,1247165.13091295,40.0912537628,-88.239444495,10779,"baldcypress, common (Taxodium distichum)",18,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010512.41475962,1247196.21188869,40.0913391013,-88.2394660445,10786,"alder, common (Alnus glutinosa)",7,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010530.14245654,1247201.17631382,40.0913526778,-88.2394026634,10794,"alder, common (Alnus glutinosa)",5,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010517.36133723,1247213.88037075,40.091387589,-88.2394482978,10801,"alder, common (Alnus glutinosa)",8,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010523.02095225,1247228.01694495,40.0914263791,-88.2394280158,10808,"alder, common (Alnus glutinosa)",4,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010496.42607836,1247223.74970866,40.0914147421,-88.2395230875,10816,"alder, common (Alnus glutinosa)",5,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010488.96336527,1247237.87243633,40.0914535322,-88.2395497076,10823,"alder, common (Alnus glutinosa)",4,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010503.49764904,1247244.24653244,40.0914709878,-88.239497735,10834,"ash, white (Fraxinus americana)",12,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010492.84227578,1247259.07240922,40.0915117174,-88.2395357636,10843,"ash, white (Fraxinus americana)",13,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010521.91151155,1247271.11406355,40.0915446889,-88.2394318186,10851,"alder, common (Alnus glutinosa)",7,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010524.37360358,1247290.54619247,40.0915980253,-88.2394229453,10860,"alder, common (Alnus glutinosa)",7,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010512.67215806,1247288.41425921,40.0915922067,-88.2394647768,10885,"alder, common (Alnus glutinosa)",5,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010505.2072193,1247304.65652638,40.0916368153,-88.2394913969,10904,"alder, common (Alnus glutinosa)",6,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010500.95953373,1247296.88024044,40.0916154808,-88.2395066083,10911,"alder, common (Alnus glutinosa)",6,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010483.22966541,1247294.0354258,40.0916077227,-88.2395699894,10922,"pine, eastern white (Pinus strobus)",13,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010475.40711323,1247313.10343129,40.0916600893,-88.2395978771,10929,"pine, eastern white (Pinus strobus)",11,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010460.50929972,1247315.20732169,40.0916659078,-88.2396511172,10937,"pine, eastern white (Pinus strobus)",14,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010549.21189637,1247278.91465846,40.0915660233,-88.2393342118,11529,"spruce, Norway (Picea abies)",10,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010548.17517056,1247253.12526233,40.0914952314,-88.2393380147,11538,"spruce, Colorado (Picea pungens)",7,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010548.18935329,1247239.70121984,40.0914583808,-88.2393380147,11547,"spruce, Colorado (Picea pungens)",9,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010550.6906208,1247222.04061812,40.0914098932,-88.2393291413,11557,"oak, shingle (Quercus imbricaria)",10,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010629.77636053,1247224.95042694,40.0914176512,-88.2390464616,11564,"ash, white (Fraxinus americana)",12,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010570.98547643,1247166.67750943,40.0912578561,-88.2392568126,11568,"ash, white (Fraxinus americana)",14,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010553.45485412,1247143.01223808,40.0911929431,-88.2393195599,11579,"pear, callery (Pyrus calleryana)",10,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010546.56568959,1247117.74641401,40.0911236054,-88.2393442785,11587,"oak, swamp white (Quercus bicolor)",7,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010570.54738174,1247056.92153528,40.0909565644,-88.2392587932,11597,"maple, sugar (Acer saccharum)",8,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010626.15921333,1247060.13772781,40.0909652317,-88.2390600142,11606,"ash, white (Fraxinus americana)",19,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010258.42562649,1247313.74084227,40.091662464,-88.240373414,11977,"pine, eastern white (Pinus strobus)",9,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010288.14571649,1247315.3796574,40.0916668774,-88.2402671818,11994,"hackberry, common (Celtis occidentalis)",5,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010323.25598656,1247316.12293757,40.0916688169,-88.2401416872,12004,"hackberry, common (Celtis occidentalis)",3,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010350.21544891,1247310.85223614,40.0916542707,-88.2400453479,12016,"hackberry, common (Celtis occidentalis)",6,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010385.32535281,1247311.94886735,40.0916571799,-88.2399198534,12026,"maple, sugar (Acer saccharum)",4,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010354.61695058,1247172.02381002,40.0912731578,-88.2400301364,12039,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010326.59891234,1247171.99444235,40.0912731578,-88.2401302785,12052,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010331.7029364,1247039.52483367,40.0909094986,-88.2401125318,12090,"maple, sugar (Acer saccharum)",10,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010391.99375428,1247041.00114959,40.0909133776,-88.2398970361,12096,"maple, silver (Acer saccharinum)",6,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010482.4113646,1247060.87924776,40.0909676842,-88.2395737924,12102,"oak, bur (Quercus macrocarpa)",1,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010502.99619269,1247047.123522,40.0909298636,-88.2395002704,12108,"oak, bur (Quercus macrocarpa)",2,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010487.35836299,1247078.1945524,40.0910152024,-88.2395560457,12116,"maple, sugar (Acer saccharum)",3,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010501.53433326,1247088.10097377,40.0910423557,-88.2395053409,12120,"maple, sugar (Acer saccharum)",7,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010500.09408605,1247108.58892655,40.0910986017,-88.2395104113,12126,"oak, northern red (Quercus rubra)",8,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010486.2173068,1247151.31951952,40.0912159423,-88.2395598486,12132,"oak, northern red (Quercus rubra)",4,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010510.35685359,1247129.79573906,40.0911567871,-88.2394736503,12138,"baldcypress, common (Taxodium distichum)",14,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010511.75461907,1247149.58011931,40.0912110935,-88.2394685798,12143,"baldcypress, common (Taxodium distichum)",15,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010367.6330548,1246914.86947453,40.0905672017,-88.2399845786,12758,"mulberry, white (Morus alba)",13,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010366.61492649,1246934.54108436,40.0906212055,-88.2399881438,12769,"hackberry, common (Celtis occidentalis)",18,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010365.40293144,1246948.84720531,40.0906604809,-88.239992422,12778,"hackberry, common (Celtis occidentalis)",16,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010379.13154056,1246983.83519975,40.0907564875,-88.2399432224,12787,"Kentucky coffeetree, (Gymnocladus dioicus)",5,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010434.39410029,1246982.10484899,40.0907515781,-88.2397457111,12796,"Kentucky coffeetree, (Gymnocladus dioicus)",4,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010466.92049079,1246974.19054537,40.0907297584,-88.239629486,12804,"redbud, eastern (Cercis canadensis)",3,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010484.66798483,1246981.56164338,40.0907499416,-88.2395660257,12813,"redbud, eastern (Cercis canadensis)",4,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010298.67079816,1246931.78532222,40.090613836,-88.2402309976,12868,"hemlock, eastern (Tsuga canadensis)",6,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010308.43556399,1246941.9299475,40.0906416561,-88.2401960588,12881,"Kentucky coffeetree, (Gymnocladus dioicus)",5,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010343.7220182,1246965.41512767,40.0907060242,-88.2400698512,12891,"Kentucky coffeetree, (Gymnocladus dioicus)",8,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010331.55227373,1246965.79980059,40.0907071152,-88.2401133464,12900,"Kentucky coffeetree, (Gymnocladus dioicus)",6,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010317.39213601,1246961.81069566,40.0906962054,-88.2401639721,12908,"Kentucky coffeetree, (Gymnocladus dioicus)",5,"No"," ",,"N/A"," ","N/A"
"Enterprise Works",1010299.24558411,1246954.43929374,40.0906760222,-88.2402288585,12916,"redbud, eastern (Cercis canadensis)",3,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010282.6860639,1246955.614252,40.0906792951,-88.2402880406,12927,"redbud, eastern (Cercis canadensis)",6,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010265.72318943,1246960.96178623,40.0906940234,-88.2403486488,12936,"redbud, eastern (Cercis canadensis)",6,"Yes"," ",,"N/A"," ","N/A"
"Enterprise Works",1010275.71799548,1246941.89571846,40.0906416561,-88.2403129969,12946,"redbud, eastern (Cercis canadensis)",3,"Yes"," ",,"N/A"," ","N/A"
